usiro_x,usiro_y,yoko_x,yoko_y,player1_x,player1_y,player2_x,player2_y,offset_usiro_x,offset_usiro_y,offset_yoko_x,offset_yoko_y,judge,stop_time,movie_path,target
985,764,939,599,3.3,4.9,5.7,4.9,950,816,887,619,0,135,..\movie\anzai_keisuke\usiro\after\220627_01.mp4,1
1093,805,819,616,3.3,4.9,5.7,4.9,950,816,887,619,0,406,..\movie\anzai_keisuke\usiro\after\220627_01.mp4,2
905,747,980,626,3.3,4.9,5.7,4.9,950,816,887,619,0,662,..\movie\anzai_keisuke\usiro\after\220627_01.mp4,2
933,746,1018,608,3.3,4.9,5.7,4.9,950,816,887,619,0,937,..\movie\anzai_keisuke\usiro\after\220627_01.mp4,2
952,778,926,614,3.3,4.9,5.7,4.9,950,816,887,619,0,1235,..\movie\anzai_keisuke\usiro\after\220627_01.mp4,2
991,754,973,616,3.3,4.9,5.7,4.9,950,816,887,619,0,1505,..\movie\anzai_keisuke\usiro\after\220627_01.mp4,1
947,794,984,608,3.3,4.9,5.7,4.9,950,816,887,619,0,1797,..\movie\anzai_keisuke\usiro\after\220627_01.mp4,0
925,750,973,614,3.3,4.9,5.7,4.9,950,816,887,619,0,2084,..\movie\anzai_keisuke\usiro\after\220627_01.mp4,2
1000,771,947,619,3.3,4.9,5.7,4.9,950,816,887,619,0,2387,..\movie\anzai_keisuke\usiro\after\220627_01.mp4,1
802,770,925,608,3.3,4.9,5.7,4.9,950,816,887,619,0,2687,..\movie\anzai_keisuke\usiro\after\220627_01.mp4,0
870,786,906,611,3.3,4.9,5.7,4.9,950,816,887,619,0,2990,..\movie\anzai_keisuke\usiro\after\220627_01.mp4,0
816,762,952,607,3.3,4.9,5.7,4.9,950,816,887,619,0,3305,..\movie\anzai_keisuke\usiro\after\220627_01.mp4,0
802,748,983,611,3.3,4.9,5.7,4.9,950,816,887,619,0,3619,..\movie\anzai_keisuke\usiro\after\220627_01.mp4,0
900,784,910,611,3.3,4.9,5.7,4.9,950,816,887,619,0,3949,..\movie\anzai_keisuke\usiro\after\220627_01.mp4,1
918,772,947,608,3.3,4.9,5.7,4.9,950,816,887,619,0,4250,..\movie\anzai_keisuke\usiro\after\220627_01.mp4,0
967,788,889,611,3.3,4.9,5.7,4.9,950,816,887,619,0,4578,..\movie\anzai_keisuke\usiro\after\220627_01.mp4,2
944,782,937,601,3.3,4.9,5.7,4.9,950,816,887,619,0,4874,..\movie\anzai_keisuke\usiro\after\220627_01.mp4,2
1065,780,887,613,3.3,4.9,5.7,4.9,950,816,887,619,0,5188,..\movie\anzai_keisuke\usiro\after\220627_01.mp4,1
895,760,958,611,3.3,4.9,5.7,4.9,950,816,887,619,0,5501,..\movie\anzai_keisuke\usiro\after\220627_01.mp4,2
928,778,915,609,3.3,4.9,5.7,4.9,950,816,887,619,0,5826,..\movie\anzai_keisuke\usiro\after\220627_01.mp4,0
