usiro_x,usiro_y,yoko_x,yoko_y,player1_x,player1_y,player2_x,player2_y,offset_usiro_x,offset_usiro_y,offset_yoko_x,offset_yoko_y,judge,stop_time,movie_path,target
1058,757,1032,590,3.63,3.66,5.3,4.9,964,813,911,604,1,133,..\movie\anzai_hinata\usiro\after\220627_02.mp4,2
881,743,1042,590,3.63,3.66,5.3,4.9,964,813,911,604,1,453,..\movie\anzai_hinata\usiro\after\220627_02.mp4,2
1065,737,1041,605,3.63,3.66,5.3,4.9,964,813,911,604,1,771,..\movie\anzai_hinata\usiro\after\220627_02.mp4,0
929,751,1007,597,3.63,3.66,5.3,4.9,964,813,911,604,1,1126,..\movie\anzai_hinata\usiro\after\220627_02.mp4,0
950,758,963,582,3.63,3.66,5.3,4.9,964,813,911,604,1,1449,..\movie\anzai_hinata\usiro\after\220627_02.mp4,0
952,740,995,590,3.63,3.66,5.3,4.9,964,813,911,604,1,1763,..\movie\anzai_hinata\usiro\after\220627_02.mp4,0
998,744,1037,594,3.63,3.66,5.3,4.9,964,813,911,604,1,2077,..\movie\anzai_hinata\usiro\after\220627_02.mp4,0
988,715,1131,603,3.63,3.66,5.3,4.9,964,813,911,604,1,2420,..\movie\anzai_hinata\usiro\after\220627_02.mp4,1
1048,764,966,591,3.63,3.66,5.3,4.9,964,813,911,604,1,2747,..\movie\anzai_hinata\usiro\after\220627_02.mp4,2
914,782,928,586,3.63,3.66,5.3,4.9,964,813,911,604,1,3077,..\movie\anzai_hinata\usiro\after\220627_02.mp4,2
1002,733,1058,606,3.63,3.66,5.3,4.9,964,813,911,604,1,3429,..\movie\anzai_hinata\usiro\after\220627_02.mp4,2
1084,760,962,597,3.63,3.66,5.3,4.9,964,813,911,604,1,3764,..\movie\anzai_hinata\usiro\after\220627_02.mp4,2
978,746,1023,600,3.63,3.66,5.3,4.9,964,813,911,604,1,4097,..\movie\anzai_hinata\usiro\after\220627_02.mp4,2
974,730,1062,594,3.63,3.66,5.3,4.9,964,813,911,604,1,4458,..\movie\anzai_hinata\usiro\after\220627_02.mp4,2
914,783,915,599,3.63,3.66,5.3,4.9,964,813,911,604,1,4804,..\movie\anzai_hinata\usiro\after\220627_02.mp4,0
857,737,1062,596,3.63,3.66,5.3,4.9,964,813,911,604,1,5180,..\movie\anzai_hinata\usiro\after\220627_02.mp4,0
944,779,937,589,3.63,3.66,5.3,4.9,964,813,911,604,1,5537,..\movie\anzai_hinata\usiro\after\220627_02.mp4,2
969,704,981,599,3.63,3.66,5.3,4.9,964,813,911,604,1,5897,..\movie\anzai_hinata\usiro\after\220627_02.mp4,2
929,738,1036,590,3.63,3.66,5.3,4.9,964,813,911,604,1,6256,..\movie\anzai_hinata\usiro\after\220627_02.mp4,1
978,744,1032,590,3.63,3.66,5.3,4.9,964,813,911,604,1,6605,..\movie\anzai_hinata\usiro\after\220627_02.mp4,2
