usiro_x,usiro_y,yoko_x,yoko_y,player1_x,player1_y,player2_x,player2_y,offset_usiro_x,offset_usiro_y,offset_yoko_x,offset_yoko_y,judge,stop_time,movie_path,target
921,770,970,596,3.63,3.66,5.3,4.9,948,825,899,608,0,140,..\movie\keisuke_kento\usiro\after\220707_02.mp4,2
768,759,1020,592,3.63,3.66,5.3,4.9,948,825,899,608,0,427,..\movie\keisuke_kento\usiro\after\220707_02.mp4,0
808,735,1086,593,3.63,3.66,5.3,4.9,948,825,899,608,0,723,..\movie\keisuke_kento\usiro\after\220707_02.mp4,2
919,735,1073,596,3.63,3.66,5.3,4.9,948,825,899,608,0,1028,..\movie\keisuke_kento\usiro\after\220707_02.mp4,1
926,765,979,590,3.63,3.66,5.3,4.9,948,825,899,608,0,1310,..\movie\keisuke_kento\usiro\after\220707_02.mp4,2
997,744,1048,597,3.63,3.66,5.3,4.9,948,825,899,608,0,1613,..\movie\keisuke_kento\usiro\after\220707_02.mp4,1
876,722,1116,593,3.63,3.66,5.3,4.9,948,825,899,608,0,1903,..\movie\keisuke_kento\usiro\after\220707_02.mp4,1
1094,760,991,2211,3.63,3.66,5.3,4.9,948,825,899,608,0,2222,..\movie\keisuke_kento\usiro\after\220707_02.mp4,1
836,743,1061,589,3.63,3.66,5.3,4.9,948,825,899,608,0,2541,..\movie\keisuke_kento\usiro\after\220707_02.mp4,2
841,733,1053,592,3.63,3.66,5.3,4.9,948,825,899,608,0,2852,..\movie\keisuke_kento\usiro\after\220707_02.mp4,2
895,743,1050,597,3.63,3.66,5.3,4.9,948,825,899,608,0,3159,..\movie\keisuke_kento\usiro\after\220707_02.mp4,1
912,767,988,596,3.63,3.66,5.3,4.9,948,825,899,608,0,3468,..\movie\keisuke_kento\usiro\after\220707_02.mp4,1
958,752,1010,601,3.63,3.66,5.3,4.9,948,825,899,608,0,3779,..\movie\keisuke_kento\usiro\after\220707_02.mp4,1
882,750,1008,594,3.63,3.66,5.3,4.9,948,825,899,608,0,4092,..\movie\keisuke_kento\usiro\after\220707_02.mp4,1
1032,767,967,597,3.63,3.66,5.3,4.9,948,825,899,608,0,4410,..\movie\keisuke_kento\usiro\after\220707_02.mp4,2
769,749,1064,590,3.63,3.66,5.3,4.9,948,825,899,608,0,4747,..\movie\keisuke_kento\usiro\after\220707_02.mp4,0
888,753,1025,594,3.63,3.66,5.3,4.9,948,825,899,608,0,5069,..\movie\keisuke_kento\usiro\after\220707_02.mp4,2
836,748,1031,591,3.63,3.66,5.3,4.9,948,825,899,608,0,5389,..\movie\keisuke_kento\usiro\after\220707_02.mp4,0
813,752,1028,590,3.63,3.66,5.3,4.9,948,825,899,608,0,5719,..\movie\keisuke_kento\usiro\after\220707_02.mp4,2
871,759,1017,589,3.63,3.66,5.3,4.9,948,825,899,608,0,6046,..\movie\keisuke_kento\usiro\after\220707_02.mp4,2
