usiro_x,usiro_y,yoko_x,yoko_y,player1_x,player1_y,player2_x,player2_y,offset_usiro_x,offset_usiro_y,offset_yoko_x,offset_yoko_y,judge,stop_time,movie_path,target
1033,783,901,605,3.3,4.9,5.7,4.9,951,813,887,618,0,158,..\movie\anzai_riku\usiro\after\220627_01.mp4,2
849,792,866,602,3.3,4.9,5.7,4.9,951,813,887,618,0,430,..\movie\anzai_riku\usiro\after\220627_01.mp4,0
946,796,852,606,3.3,4.9,5.7,4.9,951,813,887,618,0,724,..\movie\anzai_riku\usiro\after\220627_01.mp4,1
898,752,972,603,3.3,4.9,5.7,4.9,951,813,887,618,0,1052,..\movie\anzai_riku\usiro\after\220627_01.mp4,0
876,755,947,611,3.3,4.9,5.7,4.9,951,813,887,618,0,1387,..\movie\anzai_riku\usiro\after\220627_01.mp4,0
991,791,891,609,3.3,4.9,5.7,4.9,951,813,887,618,0,1716,..\movie\anzai_riku\usiro\after\220627_01.mp4,1
979,776,923,607,3.3,4.9,5.7,4.9,951,813,887,618,0,2049,..\movie\anzai_riku\usiro\after\220627_01.mp4,2
937,757,980,601,3.3,4.9,5.7,4.9,951,813,887,618,0,2380,..\movie\anzai_riku\usiro\after\220627_01.mp4,0
912,759,950,610,3.3,4.9,5.7,4.9,951,813,887,618,0,2754,..\movie\anzai_riku\usiro\after\220627_01.mp4,0
867,781,888,605,3.3,4.9,5.7,4.9,951,813,887,618,0,3097,..\movie\anzai_riku\usiro\after\220627_01.mp4,0
803,785,894,606,3.3,4.9,5.7,4.9,951,813,887,618,0,3413,..\movie\anzai_riku\usiro\after\220627_01.mp4,0
870,759,949,604,3.3,4.9,5.7,4.9,951,813,887,618,0,3742,..\movie\anzai_riku\usiro\after\220627_01.mp4,0
977,763,966,605,3.3,4.9,5.7,4.9,951,813,887,618,0,4278,..\movie\anzai_riku\usiro\after\220627_01.mp4,0
963,752,1013,608,3.3,4.9,5.7,4.9,951,813,887,618,0,4597,..\movie\anzai_riku\usiro\after\220627_01.mp4,1
937,791,864,609,3.3,4.9,5.7,4.9,951,813,887,618,0,4919,..\movie\anzai_riku\usiro\after\220627_01.mp4,0
1041,795,862,612,3.3,4.9,5.7,4.9,951,813,887,618,0,5242,..\movie\anzai_riku\usiro\after\220627_01.mp4,2
786,809,842,605,3.3,4.9,5.7,4.9,951,813,887,618,0,5588,..\movie\anzai_riku\usiro\after\220627_01.mp4,0
850,784,875,606,3.3,4.9,5.7,4.9,951,813,887,618,0,5916,..\movie\anzai_riku\usiro\after\220627_01.mp4,0
832,752,970,608,3.3,4.9,5.7,4.9,951,813,887,618,0,6263,..\movie\anzai_riku\usiro\after\220627_01.mp4,0
954,781,896,603,3.3,4.9,5.7,4.9,951,813,887,618,0,6587,..\movie\anzai_riku\usiro\after\220627_01.mp4,0
