usiro_x,usiro_y,yoko_x,yoko_y,player1_x,player1_y,player2_x,player2_y,offset_usiro_x,offset_usiro_y,offset_yoko_x,offset_yoko_y,judge,stop_time,movie_path,target
1080,767,942,598,3.7,4.9,4.8,3.66,957,824,899,609,1,202,..\movie\keisuke_riku\usiro\after\220707_03.mp4,1
943,749,997,592,3.7,4.9,4.8,3.66,957,824,899,609,1,476,..\movie\keisuke_riku\usiro\after\220707_03.mp4,0
1010,794,897,599,3.7,4.9,4.8,3.66,957,824,899,609,1,778,..\movie\keisuke_riku\usiro\after\220707_03.mp4,2
1092,750,1024,597,3.7,4.9,4.8,3.66,957,824,899,609,1,1057,..\movie\keisuke_riku\usiro\after\220707_03.mp4,1
1010,767,947,591,3.7,4.9,4.8,3.66,957,824,899,609,1,1356,..\movie\keisuke_riku\usiro\after\220707_03.mp4,1
923,811,846,589,3.7,4.9,4.8,3.66,957,824,899,609,1,1653,..\movie\keisuke_riku\usiro\after\220707_03.mp4,0
1010,775,950,590,3.7,4.9,4.8,3.66,957,824,899,609,1,1952,..\movie\keisuke_riku\usiro\after\220707_03.mp4,1
930,792,914,595,3.7,4.9,4.8,3.66,957,824,899,609,1,2266,..\movie\keisuke_riku\usiro\after\220707_03.mp4,0
987,823,849,589,3.7,4.9,4.8,3.66,957,824,899,609,1,2569,..\movie\keisuke_riku\usiro\after\220707_03.mp4,2
710,810,856,587,3.7,4.9,4.8,3.66,957,824,899,609,1,2875,..\movie\keisuke_riku\usiro\after\220707_03.mp4,0
1028,777,935,598,3.7,4.9,4.8,3.66,957,824,899,609,1,3177,..\movie\keisuke_riku\usiro\after\220707_03.mp4,1
952,768,959,587,3.7,4.9,4.8,3.66,957,824,899,609,1,3505,..\movie\keisuke_riku\usiro\after\220707_03.mp4,2
875,760,897,590,3.7,4.9,4.8,3.66,957,824,899,609,1,3818,..\movie\keisuke_riku\usiro\after\220707_03.mp4,2
948,795,930,590,3.7,4.9,4.8,3.66,957,824,899,609,1,4153,..\movie\keisuke_riku\usiro\after\220707_03.mp4,0
1008,774,909,591,3.7,4.9,4.8,3.66,957,824,899,609,1,4501,..\movie\keisuke_riku\usiro\after\220707_03.mp4,1
988,792,948,593,3.7,4.9,4.8,3.66,957,824,899,609,1,4838,..\movie\keisuke_riku\usiro\after\220707_03.mp4,2
883,767,888,599,3.7,4.9,4.8,3.66,957,824,899,609,1,5167,..\movie\keisuke_riku\usiro\after\220707_03.mp4,2
1043,796,910,593,3.7,4.9,4.8,3.66,957,824,899,609,1,5496,..\movie\keisuke_riku\usiro\after\220707_03.mp4,1
897,788,908,590,3.7,4.9,4.8,3.66,957,824,899,609,1,5819,..\movie\keisuke_riku\usiro\after\220707_03.mp4,0
934,784,917,588,3.7,4.9,4.8,3.66,957,824,899,609,1,6188,..\movie\keisuke_riku\usiro\after\220707_03.mp4,1
